KO	Category	SuperPathway	SubPathway
K04421	Human Diseases	Infectious Diseases	HTLV-I infection
K04422	Metabolism	Enzyme Families	Protein kinases
K04422	Environmental Information Processing	Signal Transduction	MAPK signaling pathway
K04423	Metabolism	Enzyme Families	Protein kinases
K04423	Environmental Information Processing	Signal Transduction	MAPK signaling pathway
K04424	Metabolism	Enzyme Families	Protein kinases
K04424	Environmental Information Processing	Signal Transduction	MAPK signaling pathway
K04424	Cellular Processes	Cell Communication	Tight junction
K04425	Metabolism	Enzyme Families	Protein kinases
K04425	Environmental Information Processing	Signal Transduction	MAPK signaling pathway
K04426	Metabolism	Enzyme Families	Protein kinases
K04426	Genetic Information Processing	Folding, Sorting and Degradation	Protein processing in endoplasmic reticulum
K04426	Environmental Information Processing	Signal Transduction	MAPK signaling pathway
K04426	Organismal Systems	Nervous System	Neurotrophin signaling pathway
K04426	Human Diseases	Neurodegenerative Diseases	Amyotrophic lateral sclerosis (ALS)
K04427	Metabolism	Enzyme Families	Protein kinases
K04427	Environmental Information Processing	Signal Transduction	MAPK signaling pathway
K04427	Environmental Information Processing	Signal Transduction	Wnt signaling pathway
K04427	Cellular Processes	Cell Communication	Adherens junction
K04427	Organismal Systems	Immune System	Toll-like receptor signaling pathway
K04427	Organismal Systems	Immune System	NOD-like receptor signaling pathway
K04427	Organismal Systems	Immune System	RIG-I-like receptor signaling pathway
K04427	Organismal Systems	Immune System	T cell receptor signaling pathway
K04427	Organismal Systems	Development	Osteoclast differentiation
K04427	Human Diseases	Infectious Diseases	Measles
K04427	Human Diseases	Infectious Diseases	Herpes simplex infection
K04427	Human Diseases	Infectious Diseases	Toxoplasmosis
K04427	Human Diseases	Infectious Diseases	Leishmaniasis
K04428	Metabolism	Enzyme Families	Protein kinases
K04428	Environmental Information Processing	Signal Transduction	MAPK signaling pathway
K04428	Organismal Systems	Endocrine System	GnRH signaling pathway
K04429	Metabolism	Enzyme Families	Protein kinases
K04429	Environmental Information Processing	Signal Transduction	MAPK signaling pathway
K04430	Metabolism	Enzyme Families	Protein kinases
K04430	Environmental Information Processing	Signal Transduction	MAPK signaling pathway
K04430	Environmental Information Processing	Signal Transduction	ErbB signaling pathway
K04430	Organismal Systems	Immune System	Toll-like receptor signaling pathway
K04430	Organismal Systems	Immune System	Fc epsilon RI signaling pathway
K04430	Organismal Systems	Endocrine System	GnRH signaling pathway
K04430	Human Diseases	Infectious Diseases	Epithelial cell signaling in Helicobacter pylori infection
K04430	Human Diseases	Infectious Diseases	HTLV-I infection
K04430	Human Diseases	Infectious Diseases	Influenza A
K04430	Human Diseases	Infectious Diseases	Chagas disease (American trypanosomiasis)
K04431	Metabolism	Enzyme Families	Protein kinases
K04431	Genetic Information Processing	Folding, Sorting and Degradation	Protein processing in endoplasmic reticulum
K04431	Environmental Information Processing	Signal Transduction	MAPK signaling pathway
K04431	Environmental Information Processing	Signal Transduction	ErbB signaling pathway
K04431	Organismal Systems	Immune System	Toll-like receptor signaling pathway
K04431	Organismal Systems	Immune System	T cell receptor signaling pathway
K04431	Organismal Systems	Immune System	Fc epsilon RI signaling pathway
K04431	Organismal Systems	Endocrine System	GnRH signaling pathway
K04431	Organismal Systems	Nervous System	Neurotrophin signaling pathway
K04431	Organismal Systems	Development	Osteoclast differentiation
K04431	Human Diseases	Infectious Diseases	Influenza A
K04432	Metabolism	Enzyme Families	Protein kinases
K04432	Environmental Information Processing	Signal Transduction	MAPK signaling pathway
K04432	Organismal Systems	Immune System	Toll-like receptor signaling pathway
K04432	Organismal Systems	Immune System	Fc epsilon RI signaling pathway
K04432	Organismal Systems	Endocrine System	GnRH signaling pathway
K04432	Human Diseases	Neurodegenerative Diseases	Amyotrophic lateral sclerosis (ALS)
K04432	Human Diseases	Infectious Diseases	Influenza A
K04432	Human Diseases	Infectious Diseases	Toxoplasmosis
K04433	Metabolism	Enzyme Families	Protein kinases
K04433	Environmental Information Processing	Signal Transduction	MAPK signaling pathway
K04433	Organismal Systems	Immune System	Toll-like receptor signaling pathway
K04433	Organismal Systems	Immune System	Fc epsilon RI signaling pathway
K04433	Organismal Systems	Endocrine System	GnRH signaling pathway
K04433	Organismal Systems	Development	Osteoclast differentiation
K04433	Human Diseases	Neurodegenerative Diseases	Amyotrophic lateral sclerosis (ALS)
K04433	Human Diseases	Infectious Diseases	Influenza A
K04433	Human Diseases	Infectious Diseases	Toxoplasmosis
K04434	Environmental Information Processing	Signal Transduction	MAPK signaling pathway
K04435	Environmental Information Processing	Signal Transduction	MAPK signaling pathway
K04436	Environmental Information Processing	Signal Transduction	MAPK signaling pathway
K04437	Environmental Information Processing	Signal Transduction	MAPK signaling pathway
K04437	Cellular Processes	Cell Motility	Cytoskeleton proteins
K04437	Cellular Processes	Cell Communication	Focal adhesion
K04437	Human Diseases	Infectious Diseases	Salmonella infection
K04438	Environmental Information Processing	Signal Transduction	MAPK signaling pathway
K04438	Environmental Information Processing	Signal Transduction	ErbB signaling pathway
K04438	Cellular Processes	Cell Motility	Regulation of actin cytoskeleton
K04438	Cellular Processes	Cell Communication	Focal adhesion
K04438	Organismal Systems	Immune System	Fc gamma R-mediated phagocytosis
K04438	Organismal Systems	Immune System	Chemokine signaling pathway
K04438	Organismal Systems	Endocrine System	Insulin signaling pathway
K04438	Organismal Systems	Nervous System	Neurotrophin signaling pathway
K04438	Human Diseases	Cancers	Pathways in cancer
K04438	Human Diseases	Cancers	Chronic myeloid leukemia
K04438	Human Diseases	Cancers	Renal cell carcinoma
K04438	Human Diseases	Infectious Diseases	Shigellosis
K04438	Human Diseases	Infectious Diseases	Bacterial invasion of epithelial cells
K04439	Environmental Information Processing	Signal Transduction	MAPK signaling pathway
K04439	Cellular Processes	Transport and Catabolism	Endocytosis
K04439	Organismal Systems	Immune System	Chemokine signaling pathway
K04439	Organismal Systems	Sensory System	Phototransduction
K04440	Metabolism	Enzyme Families	Protein kinases
K04440	Genetic Information Processing	Folding, Sorting and Degradation	Protein processing in endoplasmic reticulum
K04440	Environmental Information Processing	Signal Transduction	MAPK signaling pathway
K04440	Environmental Information Processing	Signal Transduction	ErbB signaling pathway
K04440	Environmental Information Processing	Signal Transduction	Wnt signaling pathway
K04440	Cellular Processes	Cell Communication	Focal adhesion
K04440	Organismal Systems	Immune System	Toll-like receptor signaling pathway
K04440	Organismal Systems	Immune System	NOD-like receptor signaling pathway
K04440	Organismal Systems	Immune System	RIG-I-like receptor signaling pathway
K04440	Organismal Systems	Immune System	Fc epsilon RI signaling pathway
K04440	Organismal Systems	Endocrine System	Insulin signaling pathway
K04440	Organismal Systems	Endocrine System	Adipocytokine signaling pathway
K04440	Organismal Systems	Endocrine System	GnRH signaling pathway
K04440	Organismal Systems	Endocrine System	Progesterone-mediated oocyte maturation
K04440	Organismal Systems	Nervous System	Dopaminergic synapse
K04440	Organismal Systems	Nervous System	Neurotrophin signaling pathway
K04440	Organismal Systems	Development	Osteoclast differentiation
K04440	Human Diseases	Cancers	Pathways in cancer
K04440	Human Diseases	Cancers	Colorectal cancer
K04440	Human Diseases	Cancers	Pancreatic cancer
K04440	Human Diseases	Endocrine and Metabolic Diseases	Type II diabetes mellitus
K04440	Human Diseases	Infectious Diseases	Epithelial cell signaling in Helicobacter pylori infection
K04440	Human Diseases	Infectious Diseases	Salmonella infection
K04440	Human Diseases	Infectious Diseases	Shigellosis
K04440	Human Diseases	Infectious Diseases	Pertussis
K04440	Human Diseases	Infectious Diseases	Tuberculosis
K04440	Human Diseases	Infectious Diseases	HTLV-I infection
K04440	Human Diseases	Infectious Diseases	Influenza A
K04440	Human Diseases	Infectious Diseases	Hepatitis C
K04440	Human Diseases	Infectious Diseases	Herpes simplex infection
K04440	Human Diseases	Infectious Diseases	Toxoplasmosis
K04440	Human Diseases	Infectious Diseases	Chagas disease (American trypanosomiasis)
K04441	Metabolism	Enzyme Families	Protein kinases
K04441	Environmental Information Processing	Signal Transduction	MAPK signaling pathway
K04441	Environmental Information Processing	Signal Transduction	MAPK signaling pathway - yeast
K04441	Environmental Information Processing	Signal Transduction	VEGF signaling pathway
K04441	Environmental Information Processing	Signaling Molecules and Interaction	Cellular antigens
K04441	Organismal Systems	Immune System	Toll-like receptor signaling pathway
K04441	Organismal Systems	Immune System	NOD-like receptor signaling pathway
K04441	Organismal Systems	Immune System	RIG-I-like receptor signaling pathway
K04441	Organismal Systems	Immune System	T cell receptor signaling pathway
K04441	Organismal Systems	Immune System	Fc epsilon RI signaling pathway
K04441	Organismal Systems	Immune System	Leukocyte transendothelial migration
K04441	Organismal Systems	Endocrine System	GnRH signaling pathway
K04441	Organismal Systems	Endocrine System	Progesterone-mediated oocyte maturation
K04441	Organismal Systems	Nervous System	Dopaminergic synapse
K04441	Organismal Systems	Nervous System	Neurotrophin signaling pathway
K04441	Organismal Systems	Development	Osteoclast differentiation
K04441	Human Diseases	Neurodegenerative Diseases	Amyotrophic lateral sclerosis (ALS)
K04441	Human Diseases	Infectious Diseases	Epithelial cell signaling in Helicobacter pylori infection
K04441	Human Diseases	Infectious Diseases	Salmonella infection
K04441	Human Diseases	Infectious Diseases	Shigellosis
K04441	Human Diseases	Infectious Diseases	Pertussis
K04441	Human Diseases	Infectious Diseases	Tuberculosis
K04441	Human Diseases	Infectious Diseases	Influenza A
K04441	Human Diseases	Infectious Diseases	Hepatitis C
K04441	Human Diseases	Infectious Diseases	Toxoplasmosis
K04441	Human Diseases	Infectious Diseases	Leishmaniasis
K04441	Human Diseases	Infectious Diseases	Chagas disease (American trypanosomiasis)
K04442	Metabolism	Enzyme Families	Protein kinases
K04442	Environmental Information Processing	Signal Transduction	MAPK signaling pathway
K04443	Metabolism	Enzyme Families	Protein kinases
K04443	Environmental Information Processing	Signal Transduction	MAPK signaling pathway
K04443	Environmental Information Processing	Signal Transduction	VEGF signaling pathway
K04443	Organismal Systems	Nervous System	Neurotrophin signaling pathway
K04444	Metabolism	Enzyme Families	Protein kinases
K04444	Environmental Information Processing	Signal Transduction	MAPK signaling pathway
K04444	Environmental Information Processing	Signal Transduction	VEGF signaling pathway
K04445	Metabolism	Enzyme Families	Protein kinases
K04445	Environmental Information Processing	Signal Transduction	MAPK signaling pathway
K04445	Organismal Systems	Nervous System	Neurotrophin signaling pathway
K04446	Genetic Information Processing	Transcription	Transcription factors
K04446	Environmental Information Processing	Signal Transduction	Wnt signaling pathway
K04446	Environmental Information Processing	Signal Transduction	VEGF signaling pathway
K04446	Organismal Systems	Immune System	Natural killer cell mediated cytotoxicity
K04446	Organismal Systems	Immune System	T cell receptor signaling pathway
K04446	Organismal Systems	Immune System	B cell receptor signaling pathway
K04446	Organismal Systems	Development	Axon guidance
K04446	Human Diseases	Infectious Diseases	HTLV-I infection
K04447	Metabolism	Enzyme Families	Protein kinases
K04447	Environmental Information Processing	Signal Transduction	Jak-STAT signaling pathway
K04447	Organismal Systems	Immune System	Chemokine signaling pathway
K04447	Organismal Systems	Endocrine System	Adipocytokine signaling pathway
K04447	Organismal Systems	Nervous System	Cholinergic synapse
K04447	Human Diseases	Infectious Diseases	Tuberculosis
K04447	Human Diseases	Infectious Diseases	Measles
K04447	Human Diseases	Infectious Diseases	Influenza A
K04447	Human Diseases	Infectious Diseases	Herpes simplex infection
K04447	Human Diseases	Infectious Diseases	Toxoplasmosis
K04447	Human Diseases	Infectious Diseases	Leishmaniasis
K04448	Genetic Information Processing	Transcription	Transcription factors
K04448	Environmental Information Processing	Signal Transduction	MAPK signaling pathway
K04448	Environmental Information Processing	Signal Transduction	ErbB signaling pathway
K04448	Environmental Information Processing	Signal Transduction	Wnt signaling pathway
K04448	Cellular Processes	Cell Communication	Focal adhesion
K04448	Organismal Systems	Immune System	Toll-like receptor signaling pathway
K04448	Organismal Systems	Immune System	T cell receptor signaling pathway
