Category	SuperPathway	SubPathway	Gene	KOAnnot
Metabolism	Xenobiotics biodegradation and metabolism	Chloroalkane_and_chloroalkene_degradation	K01561	dehH; haloacetate dehalogenase
Organismal Systems	Endocrine system	Thyroid_hormone_signaling_pathway	K01562	DIO1; type I thyroxine 5'-deiodinase
Metabolism	Xenobiotics biodegradation and metabolism	Chloroalkane_and_chloroalkene_degradation	K01563	dhaA; haloalkane dehalogenase
Metabolism	Glycan biosynthesis and metabolism	Glycosaminoglycan_degradation	K01565	SGSH; N-sulfoglucosamine sulfohydrolase
Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	K01568	E4.1.1.1, pdc; pyruvate decarboxylase
Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	K01569	oxdD; oxalate decarboxylase
Metabolism	Carbohydrate metabolism	Pyruvate_metabolism	K01571	oadA; oxaloacetate decarboxylase, alpha subunit
Metabolism	Carbohydrate metabolism	Pyruvate_metabolism	K01572	oadB; oxaloacetate decarboxylase, beta subunit
Metabolism	Carbohydrate metabolism	Pyruvate_metabolism	K01573	oadG; oxaloacetate decarboxylase, gamma subunit
Metabolism	Carbohydrate metabolism	Propanoate_metabolism	K01574	adc; acetoacetate decarboxylase
Metabolism	Carbohydrate metabolism	Butanoate_metabolism	K01575	alsD, budA, aldC; acetolactate decarboxylase
Metabolism	Xenobiotics biodegradation and metabolism	Aminobenzoate_degradation	K01576	mdlC; benzoylformate decarboxylase
Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	K01577	oxc; oxalyl-CoA decarboxylase
Metabolism	Carbohydrate metabolism	Propanoate_metabolism	K01578	MLYCD; malonyl-CoA decarboxylase
Metabolism	Metabolism of other amino acids	beta-Alanine_metabolism	K01579	panD; aspartate 1-decarboxylase
Metabolism	Carbohydrate metabolism	Butanoate_metabolism	K01580	E4.1.1.15, gadB, gadA, GAD; glutamate decarboxylase
Metabolism	Amino acid metabolism	Arginine_and_proline_metabolism	K01581	E4.1.1.17, ODC1, speC, speF; ornithine decarboxylase
Metabolism	Amino acid metabolism	Lysine_degradation	K01582	E4.1.1.18, ldcC, cadA; lysine decarboxylase
Metabolism	Amino acid metabolism	Arginine_and_proline_metabolism	K01583	E4.1.1.19; arginine decarboxylase
Metabolism	Amino acid metabolism	Arginine_and_proline_metabolism	K01584	E4.1.1.19A, adi; arginine decarboxylase
Metabolism	Amino acid metabolism	Arginine_and_proline_metabolism	K01585	E4.1.1.19S, speA; arginine decarboxylase
Metabolism	Amino acid metabolism	Lysine_biosynthesis	K01586	lysA; diaminopimelate decarboxylase
Metabolism	Nucleotide metabolism	Purine_metabolism	K01587	PAICS; phosphoribosylaminoimidazole carboxylase / phosphoribosylaminoimidazole-succinocarboxamide synthase
Metabolism	Nucleotide metabolism	Purine_metabolism	K01588	purE; 5-(carboxyamino)imidazole ribonucleotide mutase
Metabolism	Nucleotide metabolism	Purine_metabolism	K01589	purK; 5-(carboxyamino)imidazole ribonucleotide synthase
Metabolism	Amino acid metabolism	Histidine_metabolism	K01590	hdc, HDC; histidine decarboxylase
Metabolism	Nucleotide metabolism	Pyrimidine_metabolism	K01591	pyrF; orotidine-5'-phosphate decarboxylase
Metabolism	Amino acid metabolism	Tyrosine_metabolism	K01592	E4.1.1.25; tyrosine decarboxylase
Metabolism	Amino acid metabolism	Histidine_metabolism	K01593	DDC; aromatic-L-amino-acid decarboxylase
Metabolism	Metabolism of other amino acids	Taurine_and_hypotaurine_metabolism	K01594	CSAD; sulfinoalanine decarboxylase
Metabolism	Carbohydrate metabolism	Pyruvate_metabolism	K01595	ppc; phosphoenolpyruvate carboxylase
Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	K01596	E4.1.1.32, pckA, PEPCK; phosphoenolpyruvate carboxykinase (GTP)
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid_backbone_biosynthesis	K01597	MVD, mvaD; diphosphomevalonate decarboxylase
Metabolism	Metabolism of cofactors and vitamins	Pantothenate_and_CoA_biosynthesis	K01598	PPCDC, coaC; phosphopantothenoylcysteine decarboxylase
Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	K01599	hemE, UROD; uroporphyrinogen decarboxylase
Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	K01601	rbcL; ribulose-bisphosphate carboxylase large chain
Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	K01602	rbcS; ribulose-bisphosphate carboxylase small chain
Metabolism	Xenobiotics biodegradation and metabolism	Benzoate_degradation	K01607	pcaC; 4-carboxymuconolactone decarboxylase
Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	K01608	gcl; tartronate-semialdehyde synthase
Metabolism	Amino acid metabolism	Phenylalanine_tyrosine_and_tryptophan_biosynthesis	K01609	trpC; indole-3-glycerol phosphate synthase
Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	K01610	E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP)
Metabolism	Amino acid metabolism	Cysteine_and_methionine_metabolism	K01611	speD, AMD1; S-adenosylmethionine decarboxylase
Metabolism	Xenobiotics biodegradation and metabolism	Aminobenzoate_degradation	K01612	E4.1.1.61; 4-hydroxybenzoate decarboxylase
Metabolism	Lipid metabolism	Glycerophospholipid_metabolism	K01613	psd, PISD; phosphatidylserine decarboxylase
Metabolism	Carbohydrate metabolism	Butanoate_metabolism	K01615	E4.1.1.70; glutaconyl-CoA decarboxylase
Metabolism	Xenobiotics biodegradation and metabolism	Benzoate_degradation	K01617	dmpH, xylI, nahK; 2-oxo-3-hexenedioate decarboxylase
Metabolism	Carbohydrate metabolism	Pentose_phosphate_pathway	K01619	deoC, DERA; deoxyribose-phosphate aldolase
Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	K01620	ltaE; threonine aldolase
Metabolism	Carbohydrate metabolism	Pentose_phosphate_pathway	K01621	xfp, xpk; xylulose-5-phosphate/fructose-6-phosphate phosphoketolase
Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	K01622	K01622; fructose 1,6-bisphosphate aldolase/phosphatase
Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	K01623	ALDO; fructose-bisphosphate aldolase, class I
Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	K01624	FBA, fbaA; fructose-bisphosphate aldolase, class II
Metabolism	Carbohydrate metabolism	Pentose_phosphate_pathway	K01625	eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase
Metabolism	Amino acid metabolism	Phenylalanine_tyrosine_and_tryptophan_biosynthesis	K01626	E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase
Metabolism	Glycan biosynthesis and metabolism	Lipopolysaccharide_biosynthesis	K01627	kdsA; 2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase)
Metabolism	Carbohydrate metabolism	Fructose_and_mannose_metabolism	K01628	fucA; L-fuculose-phosphate aldolase
Metabolism	Carbohydrate metabolism	Pentose_and_glucuronate_interconversions	K01629	rhaD; rhamnulose-1-phosphate aldolase
Metabolism	Carbohydrate metabolism	Ascorbate_and_aldarate_metabolism	K01630	garL; 2-dehydro-3-deoxyglucarate aldolase
Metabolism	Carbohydrate metabolism	Galactose_metabolism	K01631	dgoA; 2-dehydro-3-deoxyphosphogalactonate aldolase
Metabolism	Metabolism of cofactors and vitamins	Folate_biosynthesis	K01633	folB; dihydroneopterin aldolase
Metabolism	Lipid metabolism	Sphingolipid_metabolism	K01634	SGPL1, DPL1; sphinganine-1-phosphate aldolase
Metabolism	Carbohydrate metabolism	Galactose_metabolism	K01635	lacD; tagatose 1,6-diphosphate aldolase
Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	K01637	E4.1.3.1, aceA; isocitrate lyase
Metabolism	Carbohydrate metabolism	Pyruvate_metabolism	K01638	E2.3.3.9, aceB, glcB; malate synthase
Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	K01639	E4.1.3.3, nanA, NPL; N-acetylneuraminate lyase
Metabolism	Carbohydrate metabolism	Butanoate_metabolism	K01640	E4.1.3.4, HMGCL, hmgL; hydroxymethylglutaryl-CoA lyase
Metabolism	Carbohydrate metabolism	Butanoate_metabolism	K01641	E2.3.3.10; hydroxymethylglutaryl-CoA synthase
Environmental Information Processing	Signal transduction	Two-component_system	K01643	citF; citrate lyase subunit alpha / citrate CoA-transferase
Environmental Information Processing	Signal transduction	Two-component_system	K01644	citE; citrate lyase subunit beta / citryl-CoA lyase
Environmental Information Processing	Signal transduction	Wnt_signaling_pathway	K01645	CER1; cerberus 1
Environmental Information Processing	Signal transduction	Two-component_system	K01646	citD; citrate lyase subunit gamma (acyl carrier protein)
Metabolism	Carbohydrate metabolism	Citrate_cycle_TCA_cycle	K01647	CS, gltA; citrate synthase
Metabolism	Carbohydrate metabolism	Citrate_cycle_TCA_cycle	K01648	ACLY; ATP citrate (pro-S)-lyase
Metabolism	Carbohydrate metabolism	Pyruvate_metabolism	K01649	leuA; 2-isopropylmalate synthase
Metabolism	Carbohydrate metabolism	Butanoate_metabolism	K01652	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit
Metabolism	Carbohydrate metabolism	Butanoate_metabolism	K01653	E2.2.1.6S, ilvH, ilvN; acetolactate synthase I/III small subunit
Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	K01654	E2.5.1.56, neuB; N-acetylneuraminate synthase
Metabolism	Carbohydrate metabolism	Pyruvate_metabolism	K01655	LYS21, LYS20; homocitrate synthase
Metabolism	Amino acid metabolism	Phenylalanine_tyrosine_and_tryptophan_biosynthesis	K01656	TRP3; anthranilate synthase / indole-3-glycerol phosphate synthase
Metabolism	Amino acid metabolism	Phenylalanine_tyrosine_and_tryptophan_biosynthesis	K01657	trpE; anthranilate synthase component I
Metabolism	Amino acid metabolism	Phenylalanine_tyrosine_and_tryptophan_biosynthesis	K01658	trpG; anthranilate synthase component II
Metabolism	Carbohydrate metabolism	Propanoate_metabolism	K01659	prpC; 2-methylcitrate synthase
Metabolism	Metabolism of cofactors and vitamins	Ubiquinone_and_other_terpenoid-quinone_biosynthesis	K01661	menB; naphthoate synthase
Metabolism	Metabolism of cofactors and vitamins	Thiamine_metabolism	K01662	dxs; 1-deoxy-D-xylulose-5-phosphate synthase
Metabolism	Amino acid metabolism	Histidine_metabolism	K01663	HIS7; glutamine amidotransferase / cyclase
Metabolism	Metabolism of cofactors and vitamins	Folate_biosynthesis	K01664	pabA; para-aminobenzoate synthetase component II
Metabolism	Metabolism of cofactors and vitamins	Folate_biosynthesis	K01665	pabB; para-aminobenzoate synthetase component I
Metabolism	Amino acid metabolism	Phenylalanine_metabolism	K01666	mhpE; 4-hydroxy 2-oxovalerate aldolase
Metabolism	Amino acid metabolism	Tryptophan_metabolism	K01667	tnaA; tryptophanase
Metabolism	Amino acid metabolism	Tyrosine_metabolism	K01668	E4.1.99.2; tyrosine phenol-lyase
Metabolism	Xenobiotics biodegradation and metabolism	Naphthalene_degradation	K01670	nmsA; naphthyl-2-methylsuccinate synthase alpha subunit
Metabolism	Energy metabolism	Nitrogen_metabolism	K01672	E4.2.1.1; carbonic anhydrase
Metabolism	Energy metabolism	Nitrogen_metabolism	K01673	cynT, can; carbonic anhydrase
Metabolism	Energy metabolism	Nitrogen_metabolism	K01674	cah; carbonic anhydrase
Metabolism	Carbohydrate metabolism	Citrate_cycle_TCA_cycle	K01676	E4.2.1.2A, fumA, fumB; fumarate hydratase, class I
Metabolism	Carbohydrate metabolism	Citrate_cycle_TCA_cycle	K01677	E4.2.1.2AA, fumA; fumarate hydratase subunit alpha
Metabolism	Carbohydrate metabolism	Citrate_cycle_TCA_cycle	K01678	E4.2.1.2AB, fumB; fumarate hydratase subunit beta
Metabolism	Carbohydrate metabolism	Citrate_cycle_TCA_cycle	K01679	E4.2.1.2B, fumC; fumarate hydratase, class II
Metabolism	Carbohydrate metabolism	Citrate_cycle_TCA_cycle	K01681	ACO, acnA; aconitate hydratase
Metabolism	Carbohydrate metabolism	Citrate_cycle_TCA_cycle	K01682	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase
Metabolism	Carbohydrate metabolism	Galactose_metabolism	K01684	dgoD; galactonate dehydratase
Metabolism	Carbohydrate metabolism	Pentose_and_glucuronate_interconversions	K01685	uxaA; altronate hydrolase
Metabolism	Carbohydrate metabolism	Pentose_and_glucuronate_interconversions	K01686	uxuA; mannonate dehydratase
Metabolism	Amino acid metabolism	Valine_leucine_and_isoleucine_biosynthesis	K01687	ilvD; dihydroxy-acid dehydratase
Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	K01689	ENO, eno; enolase
Metabolism	Carbohydrate metabolism	Pentose_phosphate_pathway	K01690	edd; phosphogluconate dehydratase
Environmental Information Processing	Signal transduction	Wnt_signaling_pathway	K01691	WIF1; WNT inhibitory factor 1
Metabolism	Carbohydrate metabolism	Propanoate_metabolism	K01692	paaF, echA; enoyl-CoA hydratase
Metabolism	Amino acid metabolism	Histidine_metabolism	K01693	hisB; imidazoleglycerol-phosphate dehydratase
Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	K01694	TRP; tryptophan synthase
Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	K01695	trpA; tryptophan synthase alpha chain
Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	K01696	trpB; tryptophan synthase beta chain
Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	K01697	E4.2.1.22, CBS; cystathionine beta-synthase
Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	K01698	hemB, ALAD; porphobilinogen synthase
Metabolism	Carbohydrate metabolism	Propanoate_metabolism	K01699	pduC; propanediol dehydratase large subunit
Metabolism	Amino acid metabolism	Valine_leucine_and_isoleucine_biosynthesis	K01702	LEU1; 3-isopropylmalate dehydratase
Metabolism	Carbohydrate metabolism	C5-Branched_dibasic_acid_metabolism	K01703	leuC; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit
Metabolism	Carbohydrate metabolism	C5-Branched_dibasic_acid_metabolism	K01704	leuD; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit
Metabolism	Amino acid metabolism	Lysine_biosynthesis	K01705	LYS4; homoaconitate hydratase
Metabolism	Carbohydrate metabolism	Ascorbate_and_aldarate_metabolism	K01706	gudD; glucarate dehydratase
Metabolism	Carbohydrate metabolism	Ascorbate_and_aldarate_metabolism	K01707	kdgD; 5-dehydro-4-deoxyglucarate dehydratase
Metabolism	Carbohydrate metabolism	Ascorbate_and_aldarate_metabolism	K01708	garD; galactarate dehydratase
Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	K01709	rfbG; CDP-glucose 4,6-dehydratase
Metabolism	Metabolism of terpenoids and polyketides	Polyketide_sugar_unit_biosynthesis	K01710	E4.2.1.46, rfbB, rffG; dTDP-glucose 4,6-dehydratase
Metabolism	Carbohydrate metabolism	Fructose_and_mannose_metabolism	K01711	gmd, GMDS; GDPmannose 4,6-dehydratase
Metabolism	Amino acid metabolism	Histidine_metabolism	K01712	hutU, UROC1; urocanate hydratase
Metabolism	Amino acid metabolism	Phenylalanine_tyrosine_and_tryptophan_biosynthesis	K01713	pheC; cyclohexadienyl dehydratase
Metabolism	Amino acid metabolism	Lysine_biosynthesis	K01714	dapA; 4-hydroxy-tetrahydrodipicolinate synthase
Metabolism	Carbohydrate metabolism	Butanoate_metabolism	K01715	crt; enoyl-CoA hydratase
Metabolism	Lipid metabolism	Fatty_acid_biosynthesis	K01716	fabA; 3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase
Metabolism	Nucleotide metabolism	Pyrimidine_metabolism	K01718	E4.2.1.70; pseudouridylate synthase
Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	K01719	hemD, UROS; uroporphyrinogen-III synthase
Metabolism	Carbohydrate metabolism	Propanoate_metabolism	K01720	prpD; 2-methylcitrate dehydratase
Metabolism	Amino acid metabolism	Tryptophan_metabolism	K01721	E4.2.1.84; nitrile hydratase
Metabolism	Lipid metabolism	alpha-Linolenic_acid_metabolism	K01723	AOS; hydroperoxide dehydratase
Metabolism	Energy metabolism	Nitrogen_metabolism	K01725	cynS; cyanate lyase
Metabolism	Carbohydrate metabolism	Pentose_and_glucuronate_interconversions	K01728	E4.2.2.2, pel; pectate lyase
Metabolism	Carbohydrate metabolism	Fructose_and_mannose_metabolism	K01729	algL; poly(beta-D-mannuronate) lyase
Metabolism	Carbohydrate metabolism	Pentose_and_glucuronate_interconversions	K01730	ogl; oligogalacturonide lyase
Metabolism	Carbohydrate metabolism	Pentose_and_glucuronate_interconversions	K01731	E4.2.2.9; pectate disaccharide-lyase
Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	K01733	thrC; threonine synthase
Metabolism	Carbohydrate metabolism	Propanoate_metabolism	K01734	mgsA; methylglyoxal synthase
Metabolism	Amino acid metabolism	Phenylalanine_tyrosine_and_tryptophan_biosynthesis	K01735	aroB; 3-dehydroquinate synthase
Metabolism	Amino acid metabolism	Phenylalanine_tyrosine_and_tryptophan_biosynthesis	K01736	aroC; chorismate synthase
Metabolism	Metabolism of cofactors and vitamins	Folate_biosynthesis	K01737	queD, ptpS, PTS; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase
Metabolism	Energy metabolism	Sulfur_metabolism	K01738	cysK; cysteine synthase A
Metabolism	Energy metabolism	Sulfur_metabolism	K01739	metB; cystathionine gamma-synthase
Metabolism	Amino acid metabolism	Cysteine_and_methionine_metabolism	K01740	E2.5.1.49, metY; O-acetylhomoserine (thiol)-lyase
Metabolism	Amino acid metabolism	Alanine_aspartate_and_glutamate_metabolism	K01744	aspA; aspartate ammonia-lyase
Metabolism	Amino acid metabolism	Histidine_metabolism	K01745	hutH, HAL; histidine ammonia-lyase
Metabolism	Metabolism of cofactors and vitamins	One_carbon_pool_by_folate	K01746	E4.3.1.4; formiminotetrahydrofolate cyclodeaminase
Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	K01749	hemC, HMBS; hydroxymethylbilane synthase
